operation_id,book_id,client_id,created_at,`type`,finished
822,125,407,2016-04-30,S,1
823,46,471,2016-09-13,S,1
824,118,35,2015-11-03,L,0
825,65,141,2016-06-09,R,1
826,16,156,2016-08-24,R,1
827,35,332,2015-02-14,R,1
828,126,187,2015-03-09,L,0
829,38,383,2015-04-02,R,1
830,200,19,2016-11-07,R,1
831,79,180,2016-02-14,S,1
832,73,182,2015-11-18,R,1
833,60,490,2016-07-09,S,1
834,135,409,2015-09-23,S,1
835,207,168,2015-05-03,S,1
836,124,230,2016-11-08,S,1
837,167,77,2016-04-12,R,1
838,103,228,2015-05-19,R,1
839,11,321,2015-04-21,S,1
840,145,453,2015-10-28,S,1
841,57,112,2016-08-01,R,1
842,173,253,2015-11-07,L,0
843,100,490,2015-07-14,L,0
844,9,329,2016-12-03,S,1
845,217,221,2015-10-30,S,1
846,151,162,2015-07-14,S,1
847,285,46,2016-11-05,S,1
848,179,379,2016-10-24,S,1
849,9,163,2016-05-26,R,1
850,22,243,2015-08-18,L,0
851,194,500,2015-04-01,S,1
852,111,164,2015-07-10,L,0
853,158,459,2016-10-06,L,0
854,112,377,2016-04-09,L,0
855,107,225,2016-08-28,S,1
856,282,326,2016-05-29,L,0
857,134,164,2015-12-18,L,0
858,139,362,2015-05-03,R,1
859,147,319,2016-10-02,L,0
860,257,417,2016-10-09,R,1
861,74,484,2015-12-22,L,0
862,211,126,2016-11-02,L,0
863,249,76,2015-04-25,S,1
864,163,495,2016-09-09,R,1
865,76,7,2016-03-25,S,1
866,279,491,2016-09-07,S,1
867,278,182,2015-01-14,R,1
868,77,337,2015-07-02,S,1
869,48,366,2015-06-30,R,1
870,270,187,2015-01-15,S,1
871,293,474,2016-06-10,S,1
872,187,299,2016-06-03,S,1
873,142,288,2015-09-01,S,1
874,178,448,2015-07-10,R,1
875,218,180,2016-06-09,L,0
876,256,430,2015-12-25,R,1
877,89,283,2016-01-08,S,1
878,132,442,2016-02-05,S,1
879,45,132,2016-03-21,R,1
880,177,210,2015-02-08,L,0
881,217,363,2015-10-28,R,1
882,291,444,2016-09-10,R,1
883,271,76,2015-04-08,L,0
884,85,33,2016-06-29,S,1
885,133,489,2015-09-07,R,1
886,279,367,2015-12-03,S,1
887,278,,2016-11-10,L,0
888,168,,2016-07-08,S,1
889,153,384,2016-04-06,R,1
890,62,448,2015-01-15,R,1
891,192,245,2016-07-19,S,1
892,5,327,2016-02-22,L,0
893,126,345,2016-04-19,L,0
894,243,89,2015-04-23,S,1
895,176,435,2015-02-28,R,1
896,107,452,2016-10-30,S,1
897,164,76,2016-12-16,L,0
898,184,469,2016-04-14,S,1
899,193,213,2015-04-19,L,0
900,31,123,2016-08-03,R,1
901,152,91,2015-10-22,R,1
902,206,288,2015-05-18,R,1
903,88,319,2015-01-14,L,0
904,35,96,2015-01-08,R,1
905,56,444,2016-07-30,R,1
906,257,257,2016-01-19,R,1
907,272,348,2015-09-14,L,0
908,224,142,2016-10-12,L,0
909,169,317,2015-08-19,S,1
910,163,363,2016-07-12,S,1
911,80,244,2015-05-26,S,1
912,27,418,2015-02-05,L,0
913,180,374,2015-01-02,L,0
914,140,141,2016-02-12,S,1
915,267,265,2016-07-01,R,1
916,101,49,2015-07-30,R,1
917,268,345,2015-08-02,S,1
918,41,252,2016-07-21,R,1
919,148,120,2015-08-14,S,1
920,19,286,2015-06-30,R,1
921,63,344,2015-12-23,R,1
922,52,375,2015-12-19,L,0
923,118,101,2016-07-13,S,1
924,220,56,2015-03-19,R,1
925,174,428,2015-01-20,L,0
926,192,433,2016-11-08,L,0
927,168,294,2015-05-08,S,1
928,27,246,2015-02-26,R,1
929,150,291,2015-03-28,R,1
930,167,204,2016-04-18,L,0
931,103,112,2016-05-27,S,1
932,22,479,2015-01-16,R,1
933,73,337,2015-11-27,L,0
934,44,42,2016-10-29,R,1
935,236,225,2016-03-16,L,0
936,85,25,2016-10-21,L,0
937,149,171,2015-07-25,S,1
938,120,70,2016-01-14,L,0
939,132,31,2016-11-05,R,1
940,19,494,2016-02-25,L,0
941,168,289,2016-02-20,S,1
942,219,107,2015-02-03,L,0
943,185,335,2016-01-30,R,1
944,62,311,2015-02-12,S,1
945,283,403,2016-02-26,R,1
946,83,196,2015-02-06,S,1
947,4,74,2015-01-03,R,1
948,251,101,2015-08-07,L,0
949,63,234,2016-03-15,R,1
950,78,479,2016-03-30,L,0
951,234,277,2015-06-27,S,1
952,166,334,2015-09-11,S,1
953,142,406,2016-10-01,R,1
954,214,109,2016-08-23,S,1
955,255,374,2015-07-21,L,0
956,130,240,2016-09-27,R,1
957,64,335,2015-02-15,R,1
958,185,202,2015-06-20,L,0
959,271,43,2015-02-03,S,1
960,232,37,2015-06-08,R,1
961,260,51,2016-11-28,S,1
962,220,255,2015-10-14,L,0
963,L,220,2015-09-17,L,0
964,52,203,2015-05-12,S,1
965,111,11,2016-01-18,L,0
966,172,243,2015-10-22,R,1
967,275,344,2016-05-15,L,0
968,88,338,2016-05-27,S,1
969,177,382,2015-06-21,S,1
970,269,220,2016-10-04,L,0
971,286,207,2015-01-11,L,0
972,14,342,2016-10-05,S,1
973,148,252,2016-04-02,S,1
974,270,182,2016-12-26,L,0
975,184,R,2016-05-15,S,1
976,145,266,2015-10-03,L,0
977,218,217,2016-10-21,L,0
978,7,412,2015-04-03,S,1
979,164,109,2016-01-06,L,0
980,119,460,2015-12-10,R,1
981,127,141,2016-06-19,R,1
982,202,485,2016-08-23,L,0
983,269,408,2016-04-27,L,0
984,188,155,2016-05-19,R,1
985,153,155,2015-11-14,S,1
986,10,,2016-02-05,R,1
987,26,251,2016-05-18,S,1
988,10,9,2015-01-05,L,0
989,147,132,2015-05-07,S,1
990,247,92,2015-03-01,R,1
991,204,496,2016-04-29,R,1
992,87,11,2016-03-02,S,1
993,119,460,2016-09-26,S,1
994,53,374,2016-02-14,S,1
995,244,345,2015-12-20,L,0
996,37,300,2015-05-20,L,0
997,95,406,2015-09-19,S,1
998,186,157,2016-12-25,R,1
999,195,242,2015-06-15,R,1
1000,122,460,2016-01-11,R,1
